Call ID,Customer Company Name,Sentiment,CSAT Score,Call Timestamp,Reason,City,State,Channel,Response Time,Call Duration (in Minutes),Call Center,First Contact Resolution (FCR) Flag,Abandon Flag,Agent
DKK-89112429-w-838847-fU,Alpha Solutions,Negative,1,2/18/23 13:18,New Service Inquiry,New York,Michigan,Call-Center,Within SLA,41,Los Angeles/CA,N,N,Sophia Garcia
DKK-64502416-w-534324-fU,Techtronics Ltd,Very Positive,1,12/14/23 7:52,New Service Inquiry,Chicago,Illinois,Chatbot,Within SLA,3,Los Angeles/CA,Y,N,Linda Chen
DKK-61071245-w-629430-fU,Omega Corp,Positive,5,5/2/23 20:48,New Service Inquiry,Chicago,New York,Call-Center,Within SLA,44,Dallas/TX,N,Y,Daniel Lee
DKK-30922604-w-854011-fU,Berge and Sons,Very Positive,2,8/20/23 4:19,Service Outage,San Jose,Texas,Call-Center,Within SLA,34,New York/NY,N,Y,Linda Chen
DKK-52394734-w-275980-fU,Nova Enterprises,Positive,2,3/7/23 4:29,New Service Inquiry,Detroit,Michigan,Chatbot,Above SLA,44,Los Angeles/CA,N,N,John Smith
DKK-77491638-w-715809-fU,Global Ventures,Positive,4,11/12/23 18:16,Payment Issue,Chicago,California,Chatbot,Within SLA,32,Dallas/TX,Y,Y,John Smith
DKK-51425627-w-853367-fU,Berge and Sons,Very Positive,2,9/6/23 21:04,New Service Inquiry,San Diego,California,Call-Center,Within SLA,49,Dallas/TX,Y,N,Michael Brown
DKK-51122095-w-780817-fU,Global Ventures,Positive,3,1/6/23 16:42,Technical Support,San Diego,California,Call-Center,Above SLA,25,New York/NY,N,N,John Smith
DKK-94571023-w-638943-fU,Pinnacle Group,Very Positive,2,9/10/23 20:34,Service Outage,Chicago,Texas,Call-Center,Within SLA,38,Chicago/IL,Y,N,Linda Chen
DKK-85971009-w-533418-fU,Nova Enterprises,Negative,4,11/25/23 13:21,New Service Inquiry,Detroit,Arizona,Chatbot,Within SLA,50,Los Angeles/CA,N,Y,David Kim
DKK-48713963-w-515245-fU,Alpha Solutions,Very Negative,4,3/3/23 8:26,Service Outage,Chicago,Michigan,Chatbot,Above SLA,30,New York/NY,N,Y,Daniel Lee
DKK-21561583-w-646730-fU,Techtronics Ltd,Very Negative,3,1/2/23 0:47,Service Outage,New York,Michigan,Chatbot,Above SLA,24,Los Angeles/CA,Y,Y,Daniel Lee
DKK-44010204-w-836541-fU,Global Ventures,Very Positive,3,11/8/23 2:32,Service Outage,Detroit,Arizona,Call-Center,Within SLA,7,Los Angeles/CA,N,Y,David Kim
DKK-25011115-w-146045-fU,Global Ventures,Positive,5,9/13/23 3:00,New Service Inquiry,Phoenix,Michigan,Chatbot,Above SLA,42,Chicago/IL,N,Y,Emily Johnson
DKK-45802236-w-467870-fU,Alpha Solutions,Neutral,4,7/5/23 14:06,Service Outage,Los Angeles,Arizona,Chatbot,Within SLA,13,New York/NY,N,N,Michael Brown
DKK-13776251-w-917580-fU,Omega Corp,Positive,2,7/17/23 0:02,Account Update,San Diego,Texas,Chatbot,Above SLA,31,New York/NY,Y,Y,Anita Patel
DKK-62177372-w-882986-fU,Pinnacle Group,Positive,2,6/11/23 3:17,Technical Support,Los Angeles,California,Call-Center,Above SLA,25,Chicago/IL,Y,Y,Daniel Lee
DKK-51122095-w-780817-fU,Global Ventures,Positive,3,1/6/23 16:42,Technical Support,San Diego,California,Call-Center,Above SLA,25,New York/NY,N,N,Linda Chen
DKK-17928455-w-562230-fU,Alpha Solutions,Neutral,1,1/21/23 4:01,Payment Issue,Los Angeles,Illinois,Call-Center,Within SLA,25,Chicago/IL,Y,Y,Sophia Garcia
DKK-31567349-w-908156-fU,Techtronics Ltd,Negative,2,7/6/23 16:23,New Service Inquiry,San Diego,New York,Chatbot,Within SLA,1,Chicago/IL,Y,N,Michael Brown
DKK-57972673-w-700016-fU,Astro Tech,Neutral,3,2/6/23 15:33,Service Outage,San Jose,Illinois,Call-Center,Within SLA,36,Chicago/IL,Y,Y,Linda Chen
DKK-73709546-w-875984-fU,Alpha Solutions,Neutral,3,10/2/23 17:16,Technical Support,New York,Texas,Call-Center,Within SLA,51,Chicago/IL,Y,N,Daniel Lee
DKK-85510773-w-230280-fU,Astro Tech,Neutral,1,8/26/23 7:18,Payment Issue,Los Angeles,Texas,Call-Center,Within SLA,54,Dallas/TX,N,N,Daniel Lee
DKK-62318085-w-703202-fU,Techtronics Ltd,Negative,3,9/19/23 14:35,New Service Inquiry,San Jose,Illinois,Call-Center,Above SLA,47,Los Angeles/CA,Y,Y,Michael Brown
DKK-26731438-w-196995-fU,Nova Enterprises,Positive,2,10/9/23 19:52,Technical Support,Phoenix,California,Chatbot,Within SLA,32,Chicago/IL,Y,Y,Linda Chen
DKK-23503047-w-931253-fU,Astro Tech,Very Positive,4,5/13/23 18:10,New Service Inquiry,Phoenix,Illinois,Chatbot,Within SLA,48,New York/NY,N,Y,Sophia Garcia
DKK-44010204-w-836541-fU,Astro Tech,Negative,4,7/25/23 3:21,Technical Support,Detroit,California,Call-Center,Within SLA,11,New York/NY,N,Y,Michael Brown
DKK-56314783-w-861854-fU,Global Ventures,Positive,2,1/19/23 12:57,Service Outage,New York,Arizona,Chatbot,Above SLA,55,New York/NY,Y,Y,John Smith
DKK-89112429-w-838847-fU,Astro Tech,Neutral,5,12/20/23 9:06,Service Outage,Phoenix,California,Call-Center,Within SLA,24,Chicago/IL,Y,Y,Sophia Garcia
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Emily Johnson
DKK-77491638-w-715809-fU,Global Ventures,Positive,4,11/12/23 18:16,Payment Issue,Chicago,California,Chatbot,Within SLA,32,Dallas/TX,Y,Y,John Smith
DKK-29378886-w-974322-fU,Alpha Solutions,Very Negative,3,4/3/23 0:00,New Service Inquiry,Phoenix,Texas,Chatbot,Within SLA,36,New York/NY,Y,N,Anita Patel
DKK-87202312-w-274497-fU,Omega Corp,Neutral,5,5/2/23 14:58,Payment Issue,Phoenix,Michigan,Chatbot,Within SLA,49,Chicago/IL,N,N,Michael Brown
DKK-17107800-w-144996-fU,Omega Corp,Very Negative,5,1/1/23 0:04,Technical Support,San Antonio,Arizona,Call-Center,Above SLA,58,New York/NY,Y,Y,Daniel Lee
DKK-88766648-w-151779-fU,Techtronics Ltd,Very Positive,3,5/6/23 3:40,Service Outage,Phoenix,Illinois,Chatbot,Within SLA,53,Dallas/TX,Y,N,Linda Chen
DKK-64502416-w-534324-fU,Techtronics Ltd,Very Positive,1,12/14/23 7:52,New Service Inquiry,Chicago,Illinois,Chatbot,Within SLA,3,Los Angeles/CA,Y,N,Linda Chen
DKK-69995070-w-323542-fU,Alpha Solutions,Very Positive,1,10/26/23 16:33,New Service Inquiry,San Antonio,Arizona,Call-Center,Above SLA,3,Los Angeles/CA,Y,N,Michael Brown
DKK-68671628-w-817219-fU,Global Ventures,Very Positive,2,1/31/23 2:56,Payment Issue,San Antonio,Texas,Call-Center,Above SLA,39,New York/NY,N,Y,Emily Johnson
DKK-41828070-w-376986-fU,Techtronics Ltd,Negative,5,6/23/23 2:57,New Service Inquiry,San Antonio,New York,Chatbot,Within SLA,32,Chicago/IL,N,N,Michael Brown
DKK-77491638-w-715809-fU,Global Ventures,Positive,4,11/12/23 18:16,Payment Issue,Chicago,California,Chatbot,Within SLA,32,Dallas/TX,Y,Y,John Smith
DKK-16871069-w-246044-fU,Techtronics Ltd,Neutral,3,12/12/23 17:50,New Service Inquiry,Detroit,Texas,Chatbot,Above SLA,16,Los Angeles/CA,N,N,Michael Brown
DKK-52192718-w-848789-fU,Global Ventures,Positive,5,3/17/23 5:23,New Service Inquiry,New York,Arizona,Chatbot,Above SLA,55,Los Angeles/CA,N,N,David Kim
DKK-29653677-w-124918-fU,Delta Services,Very Negative,2,11/20/23 22:30,Payment Issue,New York,Texas,Chatbot,Within SLA,31,Los Angeles/CA,N,Y,David Kim
DKK-48758594-w-358455-fU,Nova Enterprises,Negative,3,11/8/23 12:01,Billing Question,Chicago,Michigan,Chatbot,Above SLA,36,New York/NY,Y,N,Michael Brown
DKK-16675258-w-501348-fU,Astro Tech,Very Positive,2,5/3/23 0:36,New Service Inquiry,Houston,Michigan,Call-Center,Within SLA,7,Los Angeles/CA,Y,Y,Daniel Lee
DKK-33155678-w-913432-fU,Pinnacle Group,Very Negative,4,6/10/23 10:04,Payment Issue,Detroit,California,Call-Center,Within SLA,26,Chicago/IL,N,N,Linda Chen
DKK-68474425-w-963985-fU,Omega Corp,Negative,5,2/11/23 18:29,Technical Support,Detroit,New York,Call-Center,Above SLA,39,Dallas/TX,N,Y,Sophia Garcia
DKK-75675925-w-423297-fU,Alpha Solutions,Very Positive,4,9/16/23 8:21,New Service Inquiry,Phoenix,Texas,Chatbot,Within SLA,16,New York/NY,N,N,John Smith
DKK-69957354-w-734625-fU,Alpha Solutions,Negative,4,6/14/23 1:39,Payment Issue,San Jose,Texas,Call-Center,Within SLA,48,New York/NY,Y,N,Sophia Garcia
DKK-86053195-w-737840-fU,Delta Services,Positive,5,2/21/23 10:35,Service Outage,Chicago,Michigan,Call-Center,Within SLA,25,Chicago/IL,N,Y,Anita Patel
DKK-80709834-w-562225-fU,Alpha Solutions,Very Positive,1,12/13/23 20:46,Payment Issue,Phoenix,Texas,Call-Center,Above SLA,40,Los Angeles/CA,Y,N,Anita Patel
DKK-39119671-w-491964-fU,Omega Corp,Neutral,2,8/14/23 15:27,New Service Inquiry,Dallas,Michigan,Call-Center,Within SLA,53,Chicago/IL,Y,Y,David Kim
DKK-88640223-w-462065-fU,Nova Enterprises,Very Positive,5,4/7/23 11:19,Technical Support,Detroit,California,Call-Center,Within SLA,28,New York/NY,N,Y,Emily Johnson
DKK-15636554-w-585664-fU,Alpha Solutions,Very Positive,4,8/8/23 12:04,New Service Inquiry,San Antonio,Illinois,Call-Center,Within SLA,7,Los Angeles/CA,N,N,Emily Johnson
DKK-26038249-w-601944-fU,Astro Tech,Very Negative,1,6/15/23 0:36,New Service Inquiry,Chicago,Michigan,Chatbot,Within SLA,11,Dallas/TX,Y,N,Emily Johnson
DKK-51618306-w-899906-fU,Omega Corp,Neutral,2,4/2/23 18:00,New Service Inquiry,San Diego,Texas,Chatbot,Within SLA,12,Los Angeles/CA,N,N,Michael Brown
DKK-91258766-w-937575-fU,Delta Services,Negative,1,12/4/23 11:22,Service Outage,New York,California,Chatbot,Above SLA,13,Dallas/TX,Y,Y,John Smith
DKK-55687477-w-858627-fU,Omega Corp,Neutral,4,1/2/23 17:35,New Service Inquiry,Los Angeles,Arizona,Chatbot,Above SLA,60,Dallas/TX,N,N,Michael Brown
DKK-46951034-w-527621-fU,Delta Services,Very Negative,1,12/28/23 7:03,New Service Inquiry,San Jose,Arizona,Chatbot,Within SLA,30,New York/NY,N,Y,John Smith
DKK-24140889-w-757406-fU,Global Ventures,Neutral,1,7/15/23 20:03,Technical Support,San Diego,California,Call-Center,Within SLA,58,Dallas/TX,Y,Y,John Smith
DKK-10796813-w-585459-fU,Astro Tech,Positive,5,11/12/23 0:06,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,35,New York/NY,N,N,Daniel Lee
DKK-54033202-w-788048-fU,Global Ventures,Negative,2,4/20/23 23:07,Technical Support,New York,Illinois,Chatbot,Within SLA,32,Los Angeles/CA,N,Y,Anita Patel
DKK-13268459-w-948003-fU,Prime Associates,Very Positive,4,4/15/23 14:58,Service Outage,New York,Michigan,Call-Center,Within SLA,8,Los Angeles/CA,N,N,Sophia Garcia
DKK-30782499-w-253171-fU,Delta Services,Positive,3,3/30/23 20:04,Technical Support,Phoenix,Texas,Call-Center,Within SLA,7,Chicago/IL,Y,N,John Smith
DKK-83771425-w-476653-fU,Berge and Sons,Neutral,3,7/26/23 5:24,Payment Issue,Dallas,Texas,Chatbot,Above SLA,48,Dallas/TX,Y,Y,David Kim
DKK-66062957-w-264296-fU,Alpha Solutions,Negative,3,6/26/23 1:22,Payment Issue,San Antonio,California,Call-Center,Above SLA,28,New York/NY,Y,Y,David Kim
DKK-11046256-w-870070-fU,Astro Tech,Negative,5,9/10/23 21:29,Technical Support,San Antonio,New York,Call-Center,Within SLA,53,Los Angeles/CA,Y,N,Michael Brown
DKK-63661649-w-713464-fU,Alpha Solutions,Very Positive,1,11/14/23 10:53,New Service Inquiry,San Antonio,New York,Chatbot,Above SLA,26,Dallas/TX,N,N,Linda Chen
DKK-64914309-w-254646-fU,Astro Tech,Positive,3,9/9/23 19:30,Service Outage,Houston,California,Call-Center,Above SLA,13,New York/NY,N,N,Sophia Garcia
DKK-62318085-w-703202-fU,Omega Corp,Neutral,4,4/26/23 3:46,Technical Support,Houston,Illinois,Call-Center,Above SLA,25,New York/NY,Y,N,John Smith
DKK-29484716-w-567329-fU,Global Ventures,Negative,1,10/12/23 3:22,New Service Inquiry,San Diego,Illinois,Chatbot,Within SLA,49,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-75629504-w-976306-fU,Omega Corp,Very Positive,3,9/11/23 20:05,Billing Question,Houston,Texas,Chatbot,Above SLA,26,Dallas/TX,N,N,Sophia Garcia
DKK-92946901-w-303708-fU,Berge and Sons,Positive,5,9/20/23 12:07,Billing Question,Los Angeles,Arizona,Chatbot,Within SLA,4,Chicago/IL,Y,N,Anita Patel
DKK-67859656-w-203375-fU,Techtronics Ltd,Negative,2,3/9/23 2:27,Payment Issue,Los Angeles,Illinois,Call-Center,Within SLA,20,New York/NY,Y,Y,John Smith
DKK-21482803-w-491622-fU,Omega Corp,Negative,1,11/16/23 20:17,Payment Issue,Phoenix,California,Call-Center,Within SLA,14,New York/NY,N,N,John Smith
DKK-15972222-w-642256-fU,Delta Services,Neutral,1,2/13/23 21:15,New Service Inquiry,San Jose,Texas,Chatbot,Within SLA,36,New York/NY,N,N,John Smith
DKK-61119872-w-973849-fU,Pinnacle Group,Positive,2,7/23/23 10:44,Technical Support,Los Angeles,Illinois,Call-Center,Within SLA,24,New York/NY,Y,Y,Michael Brown
DKK-66983831-w-242694-fU,Global Ventures,Neutral,3,4/2/23 8:07,New Service Inquiry,New York,Michigan,Chatbot,Within SLA,28,New York/NY,Y,N,Linda Chen
DKK-88079524-w-925209-fU,Nova Enterprises,Very Negative,1,12/5/23 11:29,New Service Inquiry,Houston,Arizona,Call-Center,Above SLA,54,Chicago/IL,Y,Y,David Kim
DKK-93984608-w-974119-fU,Global Ventures,Positive,4,11/28/23 15:35,Technical Support,San Diego,California,Chatbot,Above SLA,34,Los Angeles/CA,N,N,Emily Johnson
DKK-30506088-w-921067-fU,Omega Corp,Very Negative,1,9/22/23 19:23,New Service Inquiry,Detroit,Texas,Chatbot,Within SLA,15,Chicago/IL,N,N,Sophia Garcia
DKK-88640223-w-462065-fU,Nova Enterprises,Very Positive,5,4/7/23 11:19,Technical Support,Detroit,California,Call-Center,Within SLA,28,New York/NY,N,Y,Emily Johnson
DKK-50802505-w-690977-fU,Delta Services,Very Negative,3,7/27/23 3:52,New Service Inquiry,Detroit,Illinois,Chatbot,Above SLA,56,Dallas/TX,N,Y,David Kim
DKK-35368457-w-428105-fU,Nova Enterprises,Very Negative,3,9/17/23 23:21,Payment Issue,Chicago,Arizona,Call-Center,Within SLA,49,Los Angeles/CA,N,Y,Daniel Lee
DKK-21846151-w-713253-fU,Astro Tech,Negative,3,3/29/23 17:25,Technical Support,Detroit,New York,Call-Center,Within SLA,59,Dallas/TX,N,Y,John Smith
DKK-61071245-w-629430-fU,Omega Corp,Neutral,4,4/25/23 10:06,New Service Inquiry,Los Angeles,Texas,Call-Center,Above SLA,14,Chicago/IL,N,Y,Michael Brown
DKK-42404872-w-391319-fU,Berge and Sons,Very Positive,1,3/8/23 14:52,Technical Support,New York,California,Chatbot,Within SLA,25,New York/NY,Y,N,Sophia Garcia
DKK-52941044-w-875380-fU,Astro Tech,Negative,5,1/26/23 22:00,New Service Inquiry,Detroit,Arizona,Chatbot,Within SLA,25,Los Angeles/CA,Y,Y,John Smith
DKK-88975099-w-298441-fU,Delta Services,Very Negative,5,10/5/23 1:39,Technical Support,Phoenix,New York,Chatbot,Above SLA,9,Los Angeles/CA,N,N,Anita Patel
DKK-31594758-w-540684-fU,Pinnacle Group,Very Negative,1,8/7/23 15:50,New Service Inquiry,Phoenix,California,Call-Center,Within SLA,35,Chicago/IL,Y,Y,Michael Brown
DKK-93984608-w-974119-fU,Global Ventures,Positive,4,11/28/23 15:35,Technical Support,San Diego,California,Chatbot,Above SLA,34,Los Angeles/CA,N,N,Emily Johnson
DKK-95720046-w-730212-fU,Global Ventures,Very Positive,5,9/22/23 11:33,Account Update,Dallas,Texas,Chatbot,Within SLA,51,New York/NY,N,N,Daniel Lee
DKK-84416218-w-794185-fU,Omega Corp,Very Positive,5,2/12/23 1:24,Service Outage,San Antonio,Michigan,Call-Center,Within SLA,30,New York/NY,N,N,Michael Brown
DKK-97297158-w-674858-fU,Global Ventures,Positive,4,3/24/23 17:41,New Service Inquiry,San Jose,Arizona,Call-Center,Within SLA,29,Dallas/TX,Y,Y,Linda Chen
DKK-20736354-w-127130-fU,Berge and Sons,Very Positive,3,1/1/23 5:07,Service Outage,Houston,New York,Chatbot,Within SLA,35,Dallas/TX,Y,Y,Michael Brown
DKK-25756275-w-161377-fU,Pinnacle Group,Positive,5,3/24/23 5:50,Technical Support,Phoenix,New York,Chatbot,Above SLA,47,New York/NY,N,Y,Linda Chen
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Anita Patel
DKK-88135541-w-868421-fU,Astro Tech,Very Positive,3,8/26/23 16:41,New Service Inquiry,Los Angeles,Texas,Call-Center,Within SLA,42,New York/NY,Y,N,Michael Brown
DKK-29484716-w-567329-fU,Global Ventures,Negative,1,10/12/23 3:22,New Service Inquiry,San Diego,Illinois,Chatbot,Within SLA,49,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-87202312-w-274497-fU,Omega Corp,Neutral,5,5/2/23 14:58,Payment Issue,Phoenix,Michigan,Chatbot,Within SLA,49,Chicago/IL,N,N,Michael Brown
DKK-91932481-w-513684-fU,Berge and Sons,Very Negative,2,11/8/23 4:22,Payment Issue,San Antonio,Illinois,Call-Center,Above SLA,12,New York/NY,N,Y,Emily Johnson
DKK-89112429-w-838847-fU,Alpha Solutions,Negative,1,2/18/23 13:18,New Service Inquiry,New York,Michigan,Call-Center,Within SLA,41,Los Angeles/CA,N,N,Sophia Garcia
DKK-63342348-w-407361-fU,Astro Tech,Very Positive,5,12/21/23 21:54,New Service Inquiry,San Jose,Illinois,Call-Center,Within SLA,43,Los Angeles/CA,N,Y,Emily Johnson
DKK-26896170-w-729433-fU,Pinnacle Group,Very Positive,5,1/21/23 14:14,New Service Inquiry,Detroit,Texas,Call-Center,Above SLA,56,Chicago/IL,Y,Y,David Kim
DKK-25196249-w-801083-fU,Alpha Solutions,Positive,5,11/14/23 7:00,Payment Issue,Detroit,Michigan,Chatbot,Above SLA,1,Chicago/IL,N,Y,Michael Brown
DKK-15636554-w-585664-fU,Alpha Solutions,Very Positive,4,8/8/23 12:04,New Service Inquiry,San Antonio,Illinois,Call-Center,Within SLA,7,Los Angeles/CA,N,N,Emily Johnson
DKK-99727150-w-866882-fU,Astro Tech,Negative,5,2/26/23 18:57,Payment Issue,Chicago,Michigan,Call-Center,Above SLA,14,Dallas/TX,Y,Y,Emily Johnson
DKK-10271390-w-534818-fU,Astro Tech,Positive,5,2/9/23 22:56,New Service Inquiry,Houston,Arizona,Chatbot,Above SLA,13,Chicago/IL,Y,N,Linda Chen
DKK-46234350-w-153230-fU,Nova Enterprises,Very Negative,3,10/4/23 14:50,New Service Inquiry,Dallas,California,Chatbot,Above SLA,16,Dallas/TX,N,N,John Smith
DKK-24126405-w-680329-fU,Alpha Solutions,Very Positive,4,11/11/23 15:49,Payment Issue,Dallas,New York,Chatbot,Above SLA,9,New York/NY,Y,Y,Anita Patel
DKK-21846151-w-713253-fU,Astro Tech,Negative,3,3/29/23 17:25,Technical Support,Detroit,New York,Call-Center,Within SLA,59,Dallas/TX,N,Y,John Smith
DKK-89340129-w-597222-fU,Omega Corp,Neutral,3,9/26/23 4:21,Service Outage,Phoenix,California,Call-Center,Above SLA,56,New York/NY,Y,Y,Daniel Lee
DKK-72985777-w-708130-fU,Nova Enterprises,Positive,1,10/4/23 10:42,New Service Inquiry,San Antonio,Michigan,Call-Center,Above SLA,51,New York/NY,N,N,Sophia Garcia
DKK-87576158-w-445588-fU,Global Ventures,Negative,2,9/13/23 13:34,New Service Inquiry,San Diego,California,Chatbot,Above SLA,56,Dallas/TX,Y,Y,Emily Johnson
DKK-49988955-w-565966-fU,Techtronics Ltd,Negative,4,11/26/23 8:29,New Service Inquiry,New York,Michigan,Call-Center,Above SLA,28,Chicago/IL,Y,N,Emily Johnson
DKK-17928063-w-380915-fU,Astro Tech,Positive,1,1/30/23 8:56,New Service Inquiry,San Jose,Michigan,Call-Center,Above SLA,11,Dallas/TX,Y,N,John Smith
DKK-82760919-w-665246-fU,Prime Associates,Negative,4,6/15/23 10:47,Technical Support,Los Angeles,Illinois,Call-Center,Within SLA,8,Los Angeles/CA,Y,N,Michael Brown
DKK-60123714-w-800976-fU,Astro Tech,Positive,3,9/19/23 23:44,Account Update,Houston,Illinois,Call-Center,Within SLA,15,Los Angeles/CA,N,Y,Anita Patel
DKK-39781275-w-880511-fU,Prime Associates,Very Negative,5,6/5/23 16:09,Technical Support,Chicago,Texas,Call-Center,Above SLA,59,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-88079524-w-925209-fU,Nova Enterprises,Very Negative,1,12/5/23 11:29,New Service Inquiry,Houston,Arizona,Call-Center,Above SLA,54,Chicago/IL,Y,Y,Linda Chen
DKK-94158310-w-498611-fU,Alpha Solutions,Positive,2,5/15/23 19:57,New Service Inquiry,New York,Arizona,Chatbot,Above SLA,46,Dallas/TX,N,N,Linda Chen
DKK-52232612-w-321990-fU,Alpha Solutions,Neutral,5,7/2/23 18:18,Technical Support,Phoenix,Texas,Chatbot,Within SLA,54,New York/NY,N,N,Emily Johnson
DKK-88640223-w-462065-fU,Berge and Sons,Neutral,1,7/30/23 23:43,Technical Support,San Jose,New York,Chatbot,Within SLA,9,Los Angeles/CA,N,Y,Michael Brown
DKK-20384469-w-511342-fU,Berge and Sons,Negative,1,1/17/23 14:59,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,28,Los Angeles/CA,N,Y,Anita Patel
DKK-51425627-w-853367-fU,Berge and Sons,Very Positive,2,9/6/23 21:04,New Service Inquiry,San Diego,California,Call-Center,Within SLA,49,Dallas/TX,Y,N,Michael Brown
DKK-61913933-w-836613-fU,Pinnacle Group,Very Positive,4,2/3/23 22:12,Payment Issue,Los Angeles,Michigan,Call-Center,Above SLA,15,New York/NY,Y,Y,Daniel Lee
DKK-49450469-w-522396-fU,Techtronics Ltd,Negative,5,6/17/23 2:48,New Service Inquiry,Dallas,Texas,Call-Center,Above SLA,34,Chicago/IL,Y,N,David Kim
DKK-56626448-w-923537-fU,Alpha Solutions,Very Positive,4,8/22/23 9:10,Service Outage,New York,California,Chatbot,Above SLA,30,Dallas/TX,N,Y,Anita Patel
DKK-62503876-w-385450-fU,Prime Associates,Very Negative,3,5/30/23 20:25,New Service Inquiry,Chicago,Michigan,Chatbot,Above SLA,45,Los Angeles/CA,N,Y,Linda Chen
DKK-23160827-w-665454-fU,Omega Corp,Neutral,2,4/20/23 23:58,Account Update,Detroit,Michigan,Chatbot,Within SLA,4,Dallas/TX,N,N,Anita Patel
DKK-91932481-w-513684-fU,Delta Services,Neutral,2,8/21/23 18:35,New Service Inquiry,Dallas,Arizona,Chatbot,Within SLA,27,New York/NY,N,Y,Linda Chen
DKK-36813324-w-394367-fU,Omega Corp,Negative,3,8/10/23 4:12,Payment Issue,San Jose,Arizona,Call-Center,Within SLA,7,Chicago/IL,Y,Y,John Smith
DKK-87202312-w-274497-fU,Omega Corp,Neutral,5,5/2/23 14:58,Payment Issue,Phoenix,Michigan,Chatbot,Within SLA,49,Chicago/IL,N,N,Linda Chen
DKK-19525116-w-503018-fU,Delta Services,Very Negative,5,4/15/23 23:23,Technical Support,Los Angeles,Arizona,Call-Center,Above SLA,45,Los Angeles/CA,Y,N,Anita Patel
DKK-91226679-w-377030-fU,Techtronics Ltd,Neutral,2,11/26/23 8:00,New Service Inquiry,Detroit,Texas,Call-Center,Above SLA,16,Dallas/TX,Y,N,David Kim
DKK-66682989-w-104028-fU,Alpha Solutions,Positive,3,11/19/23 1:57,Service Outage,San Antonio,Michigan,Call-Center,Above SLA,17,Chicago/IL,Y,N,Emily Johnson
DKK-28981548-w-190536-fU,Berge and Sons,Negative,3,10/12/23 1:20,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,60,Dallas/TX,Y,Y,Michael Brown
DKK-51618306-w-899906-fU,Nova Enterprises,Neutral,2,5/7/23 4:14,Service Outage,New York,Illinois,Call-Center,Within SLA,19,Dallas/TX,Y,Y,Sophia Garcia
DKK-68996513-w-197601-fU,Alpha Solutions,Very Negative,4,9/30/23 15:21,New Service Inquiry,Detroit,New York,Call-Center,Within SLA,1,Chicago/IL,Y,Y,Anita Patel
DKK-17928455-w-562230-fU,Alpha Solutions,Neutral,1,1/21/23 4:01,Payment Issue,Los Angeles,Illinois,Call-Center,Within SLA,25,Chicago/IL,Y,Y,Anita Patel
DKK-85402182-w-153656-fU,Nova Enterprises,Neutral,2,8/27/23 8:27,Technical Support,San Antonio,Arizona,Chatbot,Within SLA,29,Los Angeles/CA,N,N,Daniel Lee
DKK-16565063-w-341652-fU,Prime Associates,Very Negative,2,10/8/23 9:09,Service Outage,Houston,Texas,Call-Center,Within SLA,19,New York/NY,Y,Y,Daniel Lee
DKK-14720052-w-161357-fU,Alpha Solutions,Very Positive,5,3/31/23 13:22,Account Update,Phoenix,California,Call-Center,Above SLA,26,Dallas/TX,N,N,John Smith
DKK-31353279-w-477109-fU,Global Ventures,Very Positive,2,8/12/23 12:32,Technical Support,Phoenix,Texas,Call-Center,Within SLA,10,Chicago/IL,N,N,Daniel Lee
DKK-31878861-w-902955-fU,Global Ventures,Negative,3,5/25/23 13:22,New Service Inquiry,Dallas,Michigan,Call-Center,Within SLA,46,New York/NY,N,Y,Linda Chen
DKK-75581914-w-617678-fU,Delta Services,Very Positive,5,10/21/23 22:33,Account Update,Phoenix,New York,Call-Center,Above SLA,8,Chicago/IL,Y,N,Anita Patel
DKK-57785169-w-750999-fU,Berge and Sons,Positive,4,2/22/23 21:55,Payment Issue,Houston,Texas,Call-Center,Within SLA,34,New York/NY,N,N,Anita Patel
DKK-20239185-w-441654-fU,Nova Enterprises,Very Positive,3,9/12/23 19:13,New Service Inquiry,Houston,California,Call-Center,Within SLA,2,Chicago/IL,Y,N,Michael Brown
DKK-30506088-w-921067-fU,Omega Corp,Very Negative,1,9/22/23 19:23,New Service Inquiry,Detroit,Texas,Chatbot,Within SLA,15,Chicago/IL,N,N,Sophia Garcia
DKK-28981548-w-190536-fU,Berge and Sons,Negative,3,10/12/23 1:20,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,60,Dallas/TX,Y,Y,Sophia Garcia
DKK-40415972-w-673305-fU,Berge and Sons,Very Negative,5,4/27/23 13:49,Technical Support,San Jose,Texas,Call-Center,Within SLA,48,New York/NY,Y,N,Daniel Lee
DKK-70361115-w-966271-fU,Berge and Sons,Neutral,2,9/1/23 1:16,Account Update,Detroit,California,Chatbot,Above SLA,10,Los Angeles/CA,N,Y,Sophia Garcia
